cluster_id,num_applications,cluster_first_app,cluster_last_app
316.0,2666,2017-02-01 16:54:25,2017-06-10 15:35:56
315.0,2635,2017-02-01 16:45:15,2017-06-10 15:35:56
471.0,2616,2017-02-01 18:43:27,2017-06-09 21:10:41
582.0,2559,2017-02-01 20:01:27,2017-06-09 21:10:54
583.0,2558,2017-02-01 20:01:32,2017-06-09 21:10:54
470.0,2555,2017-02-01 18:43:05,2017-06-09 21:10:41
457.0,2542,2017-02-01 18:32:07,2017-06-09 21:10:40
581.0,2540,2017-02-01 20:01:13,2017-06-09 21:10:54
596.0,2522,2017-02-01 20:04:59,2017-06-09 21:10:56
597.0,2521,2017-02-01 20:12:36,2017-06-09 21:10:56
456.0,2514,2017-02-01 18:31:58,2017-06-09 21:10:40
567.0,2487,2017-02-01 19:58:29,2017-06-09 21:10:53
441.0,2458,2017-02-01 18:28:20,2017-06-09 21:10:38
568.0,2457,2017-02-01 20:00:56,2017-06-09 21:10:53
442.0,2427,2017-02-01 18:30:57,2017-06-09 21:10:38
0.0,2383,2015-09-01 18:16:43,2017-07-27 21:42:52
2332.0,2260,2017-06-08 14:10:43,2017-06-09 21:28:47
2135.0,2227,2017-06-08 14:08:57,2017-06-09 21:28:24
92.0,2074,2016-04-07 11:04:54,2017-07-27 21:44:31
63.0,2064,2016-04-07 11:00:16,2017-07-27 21:44:12
64.0,2023,2016-04-07 11:00:44,2017-07-27 21:44:12
79.0,1988,2016-04-07 11:03:47,2017-07-27 21:44:19
1938.0,1986,2017-06-08 14:04:58,2017-06-09 21:21:14
93.0,1973,2016-04-07 11:05:45,2017-07-27 21:44:32
1738.0,1969,2017-06-08 14:03:16,2017-06-09 21:20:52
77.0,1968,2016-04-07 11:07:53,2017-07-27 21:44:17
78.0,1965,2016-04-07 11:03:47,2017-07-27 21:44:18
291.0,1945,2017-02-01 16:32:26,2017-06-10 15:35:51
177.0,1915,2016-11-19 00:18:41,2017-06-10 15:35:25
188.0,1900,2016-04-07 11:13:40,2017-06-10 15:35:27
176.0,1884,2016-04-07 11:13:30,2017-06-10 15:35:25
175.0,1874,2016-11-19 00:18:25,2017-06-10 15:35:25
187.0,1856,2016-11-19 00:26:16,2017-06-10 15:35:27
165.0,1856,2016-04-07 11:12:36,2017-07-27 21:44:59
164.0,1808,2016-04-07 11:12:29,2017-07-27 21:44:58
2.0,1804,2016-04-07 10:47:17,2017-07-27 21:43:23
3.0,1797,2016-04-07 10:51:21,2017-07-27 21:43:24
303.0,1746,2017-02-01 16:33:49,2017-06-10 15:35:53
302.0,1736,2017-02-01 16:33:40,2017-06-10 15:35:53
301.0,1733,2017-02-01 16:31:36,2017-06-10 15:35:53
1333.0,1718,2017-06-08 10:21:31,2017-06-09 21:20:04
1537.0,1712,2017-06-08 13:59:19,2017-06-09 21:20:29
314.0,1702,2017-02-01 16:45:17,2017-06-10 15:35:56
290.0,1694,2017-02-01 16:25:16,2017-06-10 15:35:50
313.0,1689,2017-02-01 16:42:45,2017-06-10 15:35:55
153.0,1685,2016-04-07 11:10:54,2017-07-27 21:44:53
416.0,1651,2017-02-01 18:13:49,2017-06-09 21:10:35
427.0,1614,2017-02-01 18:16:10,2017-06-09 21:10:36
417.0,1601,2017-02-01 18:15:48,2017-06-09 21:10:35
36.0,1598,2016-04-07 10:55:17,2017-07-27 21:43:51
428.0,1594,2017-02-01 18:16:34,2017-06-09 21:10:36
554.0,1585,2017-02-01 19:47:04,2017-06-09 21:10:51
566.0,1579,2017-02-01 19:58:12,2017-06-09 21:10:52
18.0,1576,2016-04-07 10:51:17,2017-07-27 21:43:37
553.0,1575,2017-02-01 19:46:50,2017-06-09 21:10:51
565.0,1574,2017-02-01 19:50:38,2017-06-09 21:10:52
555.0,1573,2017-02-01 19:47:06,2017-06-09 21:10:51
324.0,1557,2017-06-06 21:30:56,2017-06-10 15:32:24
2208.0,1528,2017-06-08 14:09:33,2017-06-09 21:28:32
429.0,1522,2017-02-01 18:16:43,2017-06-09 21:10:37
543.0,1520,2017-02-01 19:46:34,2017-06-09 21:10:50
17.0,1513,2016-04-07 10:50:56,2017-07-27 21:43:37
439.0,1513,2017-02-01 18:27:45,2017-06-09 21:10:38
440.0,1508,2017-02-01 18:28:04,2017-06-09 21:10:38
542.0,1508,2017-02-01 19:38:42,2017-06-09 21:10:50
270.0,1497,2016-04-07 11:21:24,2017-06-10 15:35:46
1126.0,1495,2017-06-08 10:19:44,2017-06-09 21:15:40
11.0,1472,2016-04-07 10:54:01,2017-07-27 21:43:30
2414.0,1450,2017-06-08 14:14:05,2017-06-09 21:28:57
155.0,1421,2016-04-07 11:11:24,2017-07-27 21:44:53
7.0,1416,2016-04-07 10:48:22,2017-07-27 21:43:27
61.0,1411,2016-04-07 11:00:14,2017-07-27 21:44:11
12.0,1407,2016-04-07 10:49:25,2017-07-27 21:43:30
1.0,1401,2016-04-07 10:47:36,2017-07-27 21:43:21
2000.0,1395,2017-06-08 14:07:49,2017-06-09 21:21:29
16.0,1385,2016-07-26 11:56:38,2017-07-27 21:43:35
38.0,1358,2016-04-07 10:55:48,2017-07-27 21:43:54
62.0,1347,2016-04-07 11:00:14,2017-07-27 21:44:11
162.0,1345,2016-04-07 11:12:06,2017-07-27 21:44:58
163.0,1345,2016-04-07 11:12:28,2017-07-27 21:44:58
154.0,1326,2016-04-07 11:10:52,2017-07-27 21:44:53
396.0,1320,2017-02-01 17:59:06,2017-06-09 21:10:33
280.0,1310,2017-02-01 16:13:48,2017-06-10 15:35:48
5.0,1305,2016-04-07 10:51:21,2017-07-27 21:43:25
687.0,1301,2017-06-07 15:31:32,2017-06-09 21:11:06
3761.0,1293,2017-06-08 19:27:53,2017-06-09 21:38:42
1791.0,1292,2017-06-08 14:03:43,2017-06-09 21:20:57
51.0,1291,2016-04-07 10:59:00,2017-07-27 21:44:02
272.0,1284,2016-04-07 11:21:42,2017-06-10 15:35:47
49.0,1282,2016-04-07 10:58:57,2017-07-27 21:44:01
348.0,1272,2017-06-06 21:31:06,2017-06-09 21:10:27
114.0,1271,2016-04-07 11:08:21,2017-07-27 21:44:36
309.0,1268,2017-06-06 21:30:50,2017-06-10 15:35:54
288.0,1260,2017-02-01 16:24:46,2017-06-10 15:35:50
50.0,1259,2016-04-07 10:59:00,2017-07-27 21:44:01
281.0,1258,2017-02-01 16:13:52,2017-06-10 15:35:49
289.0,1256,2017-02-01 16:24:59,2017-06-10 15:35:50
279.0,1251,2017-02-01 16:13:28,2017-06-10 15:35:48
145.0,1248,2016-04-07 11:08:35,2017-07-27 21:44:49
75.0,1233,2016-04-07 11:03:09,2017-07-27 21:44:16
640.0,1233,2017-06-07 15:31:25,2017-06-09 21:11:01
231.0,1228,2016-04-07 11:14:39,2017-06-10 15:35:36
271.0,1226,2016-04-07 11:21:25,2017-06-10 15:35:46
54.0,1215,2016-04-07 10:59:29,2017-07-27 21:44:06
146.0,1214,2016-04-07 11:09:48,2017-07-27 21:44:49
912.0,1207,2017-06-07 15:43:35,2017-06-09 21:15:16
407.0,1205,2017-02-01 18:02:04,2017-06-09 21:10:34
415.0,1198,2017-02-01 18:13:14,2017-06-09 21:10:35
405.0,1197,2017-02-01 18:01:41,2017-06-09 21:10:34
39.0,1195,2016-04-07 10:55:49,2017-07-27 21:43:56
8.0,1183,2016-04-07 10:48:53,2017-07-27 21:43:28
406.0,1180,2017-02-01 18:01:59,2017-06-09 21:10:34
414.0,1174,2017-02-01 18:12:59,2017-06-09 21:10:35
192.0,1174,2016-04-07 11:13:51,2017-06-10 15:35:28
3371.0,1169,2017-06-08 19:15:40,2017-06-09 21:37:47
398.0,1165,2017-02-01 18:01:22,2017-06-09 21:10:33
513.0,1164,2017-06-06 22:16:48,2017-06-09 21:10:46
854.0,1160,2017-06-07 15:32:18,2017-06-09 21:15:09
397.0,1157,2017-02-01 17:59:23,2017-06-09 21:10:33
269.0,1157,2016-04-07 11:21:24,2017-06-10 15:35:46
629.0,1143,2017-06-07 15:31:24,2017-06-09 21:10:59
863.0,1142,2017-06-07 15:32:20,2017-06-09 21:15:10
1084.0,1120,2017-06-08 10:19:21,2017-06-09 21:15:35
133.0,1116,2016-04-07 11:08:33,2017-07-27 21:44:45
1094.0,1114,2017-06-08 10:19:27,2017-06-09 21:15:36
87.0,1114,2016-04-07 11:04:48,2017-07-27 21:44:25
386.0,1110,2017-06-06 21:32:12,2017-06-09 21:10:32
571.0,1108,2017-06-07 15:06:01,2017-06-09 21:10:53
532.0,1107,2017-02-01 19:32:51,2017-06-09 21:10:49
531.0,1095,2017-02-01 19:32:31,2017-06-09 21:10:48
533.0,1089,2017-02-01 19:32:55,2017-06-09 21:10:49
139.0,1086,2016-04-07 11:08:21,2017-07-27 21:44:47
4.0,1084,2016-07-26 11:55:07,2017-07-27 21:43:24
228.0,1082,2016-04-07 11:14:38,2017-06-10 15:35:36
541.0,1081,2017-02-01 19:44:01,2017-06-09 21:10:50
384.0,1081,2017-02-01 17:41:17,2017-06-09 21:10:31
138.0,1080,2016-04-07 12:05:33,2017-07-27 21:44:47
137.0,1078,2016-04-07 11:08:33,2017-07-27 21:44:46
2976.0,1078,2017-06-08 19:14:43,2017-06-09 21:36:58
132.0,1077,2016-04-07 12:01:29,2017-07-27 21:44:45
540.0,1072,2017-02-01 19:36:25,2017-06-09 21:10:49
267.0,1052,2016-04-07 11:20:55,2017-06-10 15:35:46
131.0,1052,2016-04-07 11:08:20,2017-07-27 21:44:44
524.0,1039,2017-02-01 19:32:14,2017-06-09 21:10:48
37.0,1039,2016-04-07 10:55:35,2017-07-27 21:43:52
144.0,1036,2016-04-07 11:08:55,2017-07-27 21:44:48
265.0,1029,2016-04-07 11:20:52,2017-06-10 15:35:45
74.0,1029,2016-04-07 11:02:18,2017-07-27 21:44:16
523.0,1025,2017-02-01 19:23:41,2017-06-09 21:10:48
210.0,1024,2017-06-06 21:30:30,2017-06-10 15:35:32
72.0,1021,2016-04-07 11:01:45,2017-07-27 21:44:15
230.0,1021,2016-04-07 11:14:39,2017-06-10 15:35:36
349.0,1016,2017-06-06 21:31:06,2017-06-09 21:10:27
306.0,1006,2017-06-06 21:30:49,2017-06-10 15:35:54
264.0,1002,2016-04-07 11:20:16,2017-06-10 15:35:45
258.0,999,2016-04-07 11:19:17,2017-06-10 15:35:44
130.0,999,2016-04-07 11:08:53,2017-07-27 21:44:44
426.0,990,2017-06-06 22:04:55,2017-06-09 21:10:36
28.0,987,2016-04-07 10:54:23,2017-07-27 21:43:44
29.0,985,2016-04-07 10:54:25,2017-07-27 21:43:45
263.0,984,2016-04-07 11:19:26,2017-06-10 15:35:45
395.0,983,2017-02-01 17:58:50,2017-06-09 21:10:33
308.0,979,2017-06-06 21:30:50,2017-06-10 15:35:54
385.0,974,2017-02-01 17:47:15,2017-06-09 21:10:31
207.0,973,2017-06-06 21:30:29,2017-06-10 15:35:31
389.0,972,2017-02-01 17:47:33,2017-06-09 21:10:32
335.0,971,2017-06-06 21:31:01,2017-06-09 21:10:26
20.0,970,2016-04-07 10:52:15,2017-07-27 21:43:38
259.0,969,2016-04-07 11:19:17,2017-06-10 15:35:44
143.0,969,2016-04-07 11:08:55,2017-07-27 21:44:47
387.0,968,2017-06-06 21:47:22,2017-06-09 21:10:32
27.0,968,2016-04-07 10:53:42,2017-07-27 21:43:43
1580.0,953,2017-06-08 13:59:41,2017-06-09 21:20:34
157.0,942,2016-04-07 11:11:05,2017-07-27 21:44:55
152.0,941,2016-04-07 11:10:53,2017-07-27 21:44:52
150.0,933,2016-04-07 11:09:34,2017-07-27 21:44:52
391.0,929,2017-02-01 17:47:55,2017-06-09 21:10:32
33.0,925,2016-04-07 10:56:03,2017-07-27 21:43:48
257.0,922,2016-04-07 11:19:17,2017-06-10 15:35:44
6.0,918,2016-04-07 10:47:50,2017-07-27 21:43:27
124.0,908,2016-04-07 12:00:57,2017-07-27 21:44:44
256.0,901,2016-04-07 11:18:56,2017-06-10 15:35:43
233.0,895,2016-04-07 11:14:19,2017-06-10 15:35:37
2575.0,891,2017-06-08 14:15:24,2017-06-09 21:29:15
35.0,891,2016-04-07 10:55:17,2017-07-27 21:43:50
19.0,886,2016-04-07 10:51:26,2017-07-27 21:43:38
158.0,878,2016-04-07 11:11:22,2017-07-27 21:44:55
311.0,878,2017-06-06 21:30:51,2017-06-10 15:35:55
390.0,877,2017-02-01 17:47:52,2017-06-09 21:10:32
422.0,876,2017-06-06 22:04:53,2017-06-09 21:10:36
191.0,870,2017-06-06 21:30:27,2017-06-10 15:35:28
515.0,868,2017-02-01 19:20:20,2017-06-09 21:10:47
229.0,867,2016-04-07 11:14:38,2017-06-10 15:35:36
136.0,866,2016-04-07 12:01:59,2017-07-27 21:44:46
382.0,865,2017-02-01 17:34:36,2017-06-09 21:10:31
522.0,864,2017-02-01 19:30:17,2017-06-09 21:10:47
383.0,862,2017-02-01 17:40:56,2017-06-09 21:10:31
312.0,861,2017-06-06 21:30:51,2017-06-10 15:35:55
232.0,860,2016-04-07 11:14:39,2017-06-10 15:35:37
516.0,859,2017-02-01 19:20:55,2017-06-09 21:10:47
245.0,857,2016-04-07 11:16:51,2017-06-10 15:35:39
216.0,856,2016-04-07 11:14:37,2017-06-10 15:35:33
322.0,856,2017-06-06 21:30:55,2017-06-10 15:32:24
521.0,856,2017-02-01 19:21:57,2017-06-09 21:10:47
334.0,853,2017-06-06 21:31:00,2017-06-09 21:10:26
2163.0,852,2017-06-08 14:09:11,2017-06-09 21:28:27
222.0,851,2017-06-06 21:30:31,2017-06-10 15:35:34
128.0,851,2016-04-07 11:08:52,2017-07-27 21:44:44
202.0,850,2016-04-07 11:14:05,2017-06-10 15:35:30
304.0,850,2017-06-06 21:30:49,2017-06-10 15:35:53
134.0,847,2016-04-07 12:01:32,2017-07-27 21:44:45
283.0,841,2017-06-06 21:30:42,2017-06-10 15:35:49
325.0,840,2017-06-06 21:30:56,2017-06-10 15:32:25
214.0,840,2017-06-06 21:30:30,2017-06-10 15:35:33
166.0,840,2016-04-07 11:12:38,2017-07-27 21:44:59
517.0,840,2017-02-01 19:21:02,2017-06-09 21:10:47
213.0,839,2016-04-07 11:14:43,2017-06-10 15:35:33
227.0,839,2016-04-07 11:14:45,2017-06-10 15:35:35
323.0,838,2017-06-06 21:30:55,2017-06-10 15:32:24
423.0,836,2017-06-06 22:04:54,2017-06-09 21:10:36
107.0,835,2016-04-07 11:07:30,2017-07-27 21:44:35
135.0,834,2016-04-07 11:08:33,2017-07-27 21:44:45
211.0,832,2016-04-07 11:14:43,2017-06-10 15:35:32
224.0,832,2017-06-06 21:30:32,2017-06-10 15:35:35
212.0,832,2017-06-06 21:30:30,2017-06-10 15:35:32
319.0,831,2017-06-06 21:30:54,2017-06-10 15:35:57
123.0,830,2016-04-07 11:08:19,2017-07-27 21:44:44
236.0,829,2016-04-07 11:14:37,2017-06-10 15:35:37
215.0,828,2016-04-07 11:14:43,2017-06-10 15:35:33
262.0,827,2016-04-07 11:20:10,2017-06-10 15:35:45
127.0,826,2016-04-07 11:08:32,2017-07-27 21:44:44
121.0,826,2016-04-07 11:08:19,2017-07-27 21:44:42
225.0,826,2016-04-07 11:14:45,2017-06-10 15:35:35
318.0,825,2017-06-06 21:30:53,2017-06-10 15:35:56
140.0,825,2016-04-07 11:08:54,2017-07-27 21:44:47
226.0,824,2017-06-06 21:30:32,2017-06-10 15:35:35
206.0,824,2016-04-07 11:14:02,2017-06-10 15:35:31
310.0,822,2017-06-06 21:30:51,2017-06-10 15:35:55
321.0,822,2017-06-06 21:30:55,2017-06-10 15:32:23
119.0,821,2016-04-07 12:00:29,2017-07-27 21:44:39
341.0,821,2017-06-06 21:31:03,2017-06-09 21:10:26
141.0,820,2016-04-07 11:08:54,2017-07-27 21:44:47
241.0,819,2016-04-07 11:16:20,2017-06-10 15:35:38
326.0,819,2017-06-06 21:30:57,2017-06-10 15:32:25
686.0,819,2017-06-07 15:31:32,2017-06-09 21:11:06
223.0,818,2016-04-07 11:14:44,2017-06-10 15:35:35
160.0,818,2016-04-07 11:11:35,2017-07-27 21:44:56
217.0,818,2016-04-07 11:14:44,2017-06-10 15:35:33
511.0,817,2017-02-01 19:19:59,2017-06-09 21:10:46
274.0,816,2016-04-07 11:21:55,2017-06-10 15:35:47
350.0,815,2017-06-06 21:31:07,2017-06-09 21:10:27
298.0,814,2017-06-06 21:30:47,2017-06-10 15:35:52
125.0,814,2016-04-07 11:08:59,2017-07-27 21:44:44
275.0,813,2017-06-06 21:30:39,2017-06-10 15:35:47
337.0,812,2017-06-06 21:31:02,2017-06-09 21:10:26
253.0,812,2016-04-07 11:18:26,2017-06-10 15:35:41
67.0,810,2016-04-07 11:01:15,2017-07-27 21:44:13
120.0,810,2017-06-06 21:29:56,2017-07-27 21:44:41
254.0,810,2016-04-07 11:18:27,2017-06-10 15:35:43
425.0,810,2017-06-06 22:04:54,2017-06-09 21:10:36
13.0,809,2016-04-07 10:50:16,2017-07-27 21:43:31
286.0,807,2017-06-06 21:30:43,2017-06-10 15:35:50
307.0,807,2017-06-06 21:30:50,2017-06-10 15:35:54
343.0,807,2017-06-06 21:31:04,2017-06-09 21:10:27
248.0,807,2016-04-07 11:17:26,2017-06-10 15:35:40
332.0,807,2017-06-06 21:30:59,2017-06-09 21:10:25
208.0,807,2017-06-06 21:30:29,2017-06-10 15:35:32
342.0,807,2017-06-06 21:31:04,2017-06-09 21:10:26
305.0,807,2017-06-06 21:30:49,2017-06-10 15:35:54
209.0,806,2016-04-07 11:14:04,2017-06-10 15:35:32
320.0,806,2017-06-06 21:30:54,2017-06-10 15:35:57
194.0,806,2016-04-07 11:13:15,2017-06-10 15:35:29
333.0,805,2017-06-06 21:31:00,2017-06-09 21:10:25
317.0,805,2017-06-06 21:30:53,2017-06-10 15:35:56
266.0,805,2016-04-07 11:20:54,2017-06-10 15:35:45
327.0,804,2017-06-06 21:30:57,2017-06-10 15:32:25
362.0,803,2017-06-06 21:31:58,2017-06-09 21:10:29
159.0,801,2016-04-07 11:11:34,2017-07-27 21:44:56
338.0,800,2017-06-06 21:31:02,2017-06-09 21:10:26
199.0,800,2016-04-07 11:18:56,2017-06-10 15:35:30
249.0,800,2016-04-07 11:17:54,2017-06-10 15:35:40
277.0,799,2017-06-06 21:30:40,2017-06-10 15:35:48
646.0,798,2017-06-07 15:31:26,2017-06-09 21:11:01
167.0,798,2016-04-07 11:12:38,2017-06-10 15:35:23
328.0,797,2017-06-06 21:30:58,2017-06-10 15:32:25
336.0,797,2017-06-06 21:31:01,2017-06-09 21:10:26
244.0,797,2016-04-07 11:16:51,2017-06-10 15:35:39
296.0,796,2017-06-06 21:30:46,2017-06-10 15:35:52
339.0,796,2017-06-06 21:31:02,2017-06-09 21:10:26
294.0,795,2017-06-06 21:30:46,2017-06-10 15:35:51
276.0,794,2017-06-06 21:30:39,2017-06-10 15:35:47
421.0,794,2017-06-06 22:04:53,2017-06-09 21:10:36
108.0,793,2016-04-07 11:07:50,2017-07-27 21:44:35
246.0,792,2016-04-07 11:17:23,2017-06-10 15:35:39
240.0,791,2016-04-07 11:16:47,2017-06-10 15:35:38
282.0,790,2017-06-06 21:30:42,2017-06-10 15:35:49
510.0,789,2017-02-01 19:11:40,2017-06-09 21:10:46
252.0,789,2016-04-07 11:18:26,2017-06-10 15:35:41
242.0,789,2016-04-07 11:16:38,2017-06-10 15:35:39
360.0,788,2017-06-06 21:31:57,2017-06-09 21:10:29
24.0,788,2016-04-07 10:52:52,2017-07-27 21:43:41
508.0,788,2017-02-01 19:06:32,2017-06-09 21:10:46
197.0,787,2016-04-07 11:13:15,2017-06-10 15:35:29
235.0,787,2017-06-06 21:30:33,2017-06-10 15:35:37
297.0,786,2017-06-06 21:30:47,2017-06-10 15:35:52
250.0,786,2016-04-07 11:18:16,2017-06-10 15:35:40
340.0,786,2017-06-06 21:31:03,2017-06-09 21:10:26
116.0,785,2017-06-06 21:29:54,2017-07-27 21:44:38
10.0,785,2016-07-26 11:55:52,2017-07-27 21:43:29
260.0,784,2016-04-07 11:20:10,2017-06-10 15:35:44
151.0,783,2016-04-07 11:10:24,2017-07-27 21:44:52
1367.0,783,2017-06-08 10:44:09,2017-06-09 21:20:09
68.0,783,2016-04-07 11:01:32,2017-07-27 21:44:13
285.0,783,2017-06-06 21:30:43,2017-06-10 15:35:49
287.0,783,2017-06-06 21:30:43,2017-06-10 15:35:50
247.0,780,2016-04-07 11:17:23,2017-06-10 15:35:40
373.0,780,2017-06-06 21:32:05,2017-06-09 21:10:30
182.0,780,2016-04-07 11:13:38,2017-06-10 15:35:26
73.0,780,2016-04-07 11:02:25,2017-07-27 21:44:15
295.0,779,2017-06-06 21:30:46,2017-06-10 15:35:51
251.0,778,2016-04-07 11:17:56,2017-06-10 15:35:40
71.0,778,2016-04-07 11:01:06,2017-07-27 21:44:15
186.0,778,2016-04-07 11:13:39,2017-06-10 15:35:27
168.0,777,2016-04-07 11:13:28,2017-06-10 15:35:23
300.0,777,2017-06-06 21:30:47,2017-06-10 15:35:53
70.0,777,2016-07-26 12:03:26,2017-07-27 21:44:14
273.0,776,2016-04-07 11:21:54,2017-06-10 15:35:47
261.0,776,2017-06-06 21:30:36,2017-06-10 15:35:44
284.0,775,2017-06-06 21:30:42,2017-06-10 15:35:49
126.0,775,2016-04-07 12:00:57,2017-07-27 21:44:44
181.0,775,2016-04-07 11:13:10,2017-06-10 15:35:26
198.0,774,2016-04-07 11:13:36,2017-06-10 15:35:29
361.0,773,2017-06-06 21:31:58,2017-06-09 21:10:29
243.0,773,2016-04-07 11:16:51,2017-06-10 15:35:39
118.0,772,2016-04-07 11:08:19,2017-07-27 21:44:39
58.0,772,2016-04-07 11:00:09,2017-07-27 21:44:09
9.0,770,2016-04-07 10:54:01,2017-07-27 21:43:28
88.0,770,2016-04-07 11:04:21,2017-07-27 21:44:26
359.0,770,2017-06-06 21:31:56,2017-06-09 21:10:28
293.0,769,2017-06-06 21:30:45,2017-06-10 15:35:51
356.0,769,2017-06-06 21:31:55,2017-06-09 21:10:28
57.0,768,2016-04-07 11:00:01,2017-07-27 21:44:08
171.0,768,2016-04-07 11:12:58,2017-06-10 15:35:24
65.0,767,2016-04-07 11:01:23,2017-07-27 21:44:12
357.0,766,2017-06-06 21:31:55,2017-06-09 21:10:28
201.0,763,2016-04-07 11:14:05,2017-06-10 15:35:30
53.0,763,2016-04-07 10:59:37,2017-07-27 21:44:04
169.0,763,2017-06-06 21:30:19,2017-06-10 15:35:23
299.0,762,2017-06-06 21:30:47,2017-06-10 15:35:52
193.0,761,2016-04-07 11:13:14,2017-06-10 15:35:28
376.0,761,2017-06-06 21:32:07,2017-06-09 21:10:30
184.0,760,2016-04-07 11:13:49,2017-06-10 15:35:27
479.0,760,2017-06-06 22:16:38,2017-06-09 21:10:42
354.0,759,2017-06-06 21:31:54,2017-06-09 21:10:28
358.0,759,2017-06-06 21:31:56,2017-06-09 21:10:28
69.0,757,2016-04-07 11:01:06,2017-07-27 21:44:14
368.0,757,2017-06-06 21:32:02,2017-06-09 21:10:30
59.0,756,2016-04-07 11:00:10,2017-07-27 21:44:09
60.0,756,2016-04-07 10:59:43,2017-07-27 21:44:10
106.0,755,2016-04-07 11:07:21,2017-07-27 21:44:35
178.0,755,2016-04-07 11:12:58,2017-06-10 15:35:25
509.0,754,2017-02-01 19:09:34,2017-06-09 21:10:46
76.0,754,2016-04-07 11:03:17,2017-07-27 21:44:17
66.0,753,2016-04-07 11:01:15,2017-07-27 21:44:13
420.0,753,2017-06-06 22:04:53,2017-06-09 21:10:35
196.0,753,2016-04-07 11:13:15,2017-06-10 15:35:29
268.0,753,2016-04-07 11:24:56,2017-06-10 15:35:46
109.0,752,2016-04-07 11:07:51,2017-07-27 21:44:35
374.0,752,2017-06-06 21:32:05,2017-06-09 21:10:30
55.0,752,2016-04-07 10:59:30,2017-07-27 21:44:07
451.0,752,2017-06-06 22:16:31,2017-06-09 21:10:39
394.0,751,2017-06-06 21:47:24,2017-06-09 21:10:32
366.0,750,2017-06-06 21:32:01,2017-06-09 21:10:29
408.0,748,2017-06-06 21:53:14,2017-06-09 21:10:34
377.0,747,2017-06-06 21:32:07,2017-06-09 21:10:31
369.0,747,2017-06-06 21:32:02,2017-06-09 21:10:30
183.0,746,2016-04-07 11:13:12,2017-06-10 15:35:26
174.0,746,2016-04-07 11:12:58,2017-06-10 15:35:24
379.0,745,2017-06-06 21:32:08,2017-06-09 21:10:31
56.0,745,2016-04-07 10:59:37,2017-07-27 21:44:07
370.0,744,2017-06-06 21:32:03,2017-06-09 21:10:30
98.0,744,2016-04-07 11:05:57,2017-07-27 21:44:34
292.0,744,2017-06-06 21:30:45,2017-06-10 15:35:51
149.0,743,2016-04-07 11:09:05,2017-07-27 21:44:50
367.0,743,2017-06-06 21:32:01,2017-06-09 21:10:29
170.0,742,2016-04-07 11:13:35,2017-06-10 15:35:24
